name,owner,repo_name,stars,created_at,updated_at,primary_language,releases,open_issues,closed_issues,closed_issues_ratio,merged_pull_requests,age_years,days_since_update
strapi/strapi,strapi,strapi,69240,2015-09-30T15:34:48Z,2025-08-22T12:45:28Z,TypeScript,478,982,10204,0.91,9125,9.89,0
binary-husky/gpt_academic,binary-husky,gpt_academic,69148,2023-03-20T09:05:13Z,2025-08-22T11:12:17Z,Python,32,263,1478,0.85,223,2.43,0
tesseract-ocr/tesseract,tesseract-ocr,tesseract,69003,2014-08-12T18:04:59Z,2025-08-22T17:07:14Z,C++,34,423,2303,0.84,1411,11.03,0
swiftlang/swift,swiftlang,swift,68977,2015-10-23T21:15:07Z,2025-08-22T17:03:23Z,C++,60,7352,9429,0.56,55446,9.83,0
protocolbuffers/protobuf,protocolbuffers,protobuf,68863,2014-08-26T15:52:15Z,2025-08-22T16:09:50Z,C++,195,234,6406,0.96,7783,10.99,0
python/cpython,python,cpython,68482,2017-02-10T19:23:51Z,2025-08-22T16:28:41Z,Python,0,7236,66128,0.9,52816,8.53,0
base/node,base,node,68445,2023-02-01T13:55:02Z,2025-08-22T09:26:53Z,Go,54,51,190,0.79,186,2.55,0
browser-use/browser-use,browser-use,browser-use,68415,2024-10-31T16:00:56Z,2025-08-22T17:07:19Z,Python,74,508,551,0.52,988,0.81,0
sherlock-project/sherlock,sherlock-project,sherlock,68154,2018-12-24T14:30:48Z,2025-08-22T16:33:27Z,Python,1,104,971,0.9,642,6.66,0
ocornut/imgui,ocornut,imgui,67727,2014-07-21T14:29:47Z,2025-08-22T15:50:12Z,C++,114,1011,5524,0.85,405,11.09,0
apache/superset,apache,superset,67706,2015-07-21T18:55:34Z,2025-08-22T17:00:45Z,TypeScript,232,469,11169,0.96,14845,10.09,0
expressjs/express,expressjs,express,67568,2009-06-26T18:56:01Z,2025-08-22T16:07:08Z,JavaScript,160,105,3885,0.97,461,16.15,0
openai/openai-cookbook,openai,openai-cookbook,67341,2022-03-11T02:08:53Z,2025-08-22T16:37:31Z,Jupyter Notebook,0,44,558,0.93,863,3.45,0
Alvin9999/new-pac,Alvin9999,new-pac,67281,2016-03-23T08:43:36Z,2025-08-22T17:14:56Z,Python,0,439,1334,0.75,0,9.42,0
rasbt/LLMs-from-scratch,rasbt,LLMs-from-scratch,66969,2023-07-23T18:15:57Z,2025-08-22T17:16:37Z,Jupyter Notebook,0,4,172,0.98,388,2.08,0
punkpeye/awesome-mcp-servers,punkpeye,awesome-mcp-servers,66966,2024-11-30T04:49:10Z,2025-08-22T16:22:11Z,Unknown,0,29,74,0.72,919,0.73,0
PKUFlyingPig/cs-self-learning,PKUFlyingPig,cs-self-learning,66637,2021-10-20T13:43:42Z,2025-08-22T16:51:17Z,HTML,5,106,104,0.5,297,3.84,0
chartjs/Chart.js,chartjs,Chart.js,66407,2013-03-17T23:56:36Z,2025-08-22T16:34:50Z,JavaScript,116,462,6804,0.94,3002,12.43,0
localsend/localsend,localsend,localsend,66340,2022-12-16T00:46:07Z,2025-08-22T17:11:23Z,Dart,24,787,645,0.45,667,2.68,0
obsproject/obs-studio,obsproject,obs-studio,66339,2013-10-01T02:40:31Z,2025-08-22T17:15:31Z,C,223,674,3932,0.85,5225,11.89,0
caddyserver/caddy,caddyserver,caddy,66308,2015-01-13T19:45:03Z,2025-08-22T16:53:18Z,Go,129,178,4148,0.96,2125,10.6,0
ansible/ansible,ansible,ansible,66004,2012-03-06T14:58:02Z,2025-08-22T17:15:03Z,Python,162,555,32478,0.98,39192,13.46,0
fffaraz/awesome-cpp,fffaraz,awesome-cpp,65812,2014-07-17T08:51:11Z,2025-08-22T16:41:45Z,Unknown,0,347,237,0.41,801,11.1,0
Eugeny/tabby,Eugeny,tabby,65657,2016-12-23T09:06:10Z,2025-08-22T16:31:23Z,TypeScript,200,2307,3419,0.6,1489,8.66,0
astral-sh/uv,astral-sh,uv,65532,2023-10-02T20:24:11Z,2025-08-22T17:06:17Z,Rust,209,1919,5463,0.74,7209,1.89,0
leonardomso/33-js-concepts,leonardomso,33-js-concepts,65528,2018-09-04T13:27:04Z,2025-08-22T16:50:45Z,JavaScript,0,22,81,0.79,252,6.97,0
webpack/webpack,webpack,webpack,65493,2012-03-10T10:08:14Z,2025-08-22T16:22:51Z,JavaScript,438,119,9970,0.99,5110,13.45,0
modelcontextprotocol/servers,modelcontextprotocol,servers,65318,2024-11-19T01:10:17Z,2025-08-22T17:00:31Z,TypeScript,19,176,458,0.72,881,0.76,0
nektos/act,nektos,act,65272,2019-01-02T19:53:43Z,2025-08-22T15:21:49Z,Go,88,219,1062,0.83,1049,6.63,0
danielmiessler/SecLists,danielmiessler,SecLists,65094,2012-02-19T01:30:18Z,2025-08-22T16:27:22Z,PHP,28,7,291,0.98,681,13.51,0
AppFlowy-IO/AppFlowy,AppFlowy-IO,AppFlowy,65027,2021-06-16T12:56:48Z,2025-08-22T15:52:41Z,Dart,111,975,2646,0.73,3886,4.18,0
xtekky/gpt4free,xtekky,gpt4free,64995,2023-03-29T17:00:43Z,2025-08-22T16:06:31Z,Python,331,4,1858,1.0,818,2.4,0
lydiahallie/javascript-questions,lydiahallie,javascript-questions,64785,2019-06-12T08:26:27Z,2025-08-22T15:26:02Z,Unknown,0,17,233,0.93,328,6.2,0
lobehub/lobe-chat,lobehub,lobe-chat,64734,2023-05-21T07:19:12Z,2025-08-22T17:11:26Z,TypeScript,1000,896,3443,0.79,2515,2.26,0
binhnguyennus/awesome-scalability,binhnguyennus,awesome-scalability,64672,2017-12-27T03:46:40Z,2025-08-22T16:56:40Z,Unknown,0,0,0,0.0,36,7.65,0
Stirling-Tools/Stirling-PDF,Stirling-Tools,Stirling-PDF,64526,2023-01-27T18:22:42Z,2025-08-22T16:36:59Z,Java,135,316,1077,0.77,2220,2.57,0
apache/echarts,apache,echarts,64431,2013-04-03T03:18:59Z,2025-08-22T17:16:43Z,TypeScript,122,1859,17230,0.9,1448,12.39,0
kdn251/interviews,kdn251,interviews,64382,2017-02-14T18:19:25Z,2025-08-22T14:53:18Z,Java,0,32,24,0.43,42,8.51,0
zed-industries/zed,zed-industries,zed,64237,2021-02-20T03:01:06Z,2025-08-22T17:04:44Z,Rust,967,2602,11503,0.82,16379,4.5,0
awesomedata/awesome-public-datasets,awesomedata,awesome-public-datasets,64145,2014-11-20T06:20:50Z,2025-08-22T15:13:48Z,Unknown,1,70,48,0.41,188,10.75,0
jesseduffield/lazygit,jesseduffield,lazygit,63904,2018-05-19T00:53:06Z,2025-08-22T16:51:28Z,Go,169,697,1594,0.7,1690,7.26,0
kelseyhightower/nocode,kelseyhightower,nocode,63781,2018-02-06T23:54:00Z,2025-08-22T16:46:16Z,Dockerfile,1,4147,716,0.15,1,7.54,0
twitter/the-algorithm,twitter,the-algorithm,63508,2023-03-27T14:57:57Z,2025-08-22T09:24:17Z,Scala,0,281,729,0.72,2,2.41,0
keras-team/keras,keras-team,keras,63361,2015-03-28T00:35:42Z,2025-08-22T15:22:53Z,Python,80,233,12295,0.98,4243,10.4,0
juliangarnier/anime,juliangarnier,anime,63332,2016-03-13T21:37:45Z,2025-08-22T15:41:14Z,JavaScript,22,75,718,0.91,79,9.44,0
scikit-learn/scikit-learn,scikit-learn,scikit-learn,63101,2010-08-17T09:43:38Z,2025-08-22T17:06:25Z,Python,47,1578,10077,0.86,13464,15.01,0
infiniflow/ragflow,infiniflow,ragflow,62880,2023-12-12T06:13:13Z,2025-08-22T16:37:52Z,TypeScript,31,2683,2303,0.46,3746,1.69,0
bradtraversy/design-resources-for-developers,bradtraversy,design-resources-for-developers,62803,2020-05-06T14:40:35Z,2025-08-22T15:58:07Z,Unknown,0,0,104,1.0,949,5.3,0
TheAlgorithms/Java,TheAlgorithms,Java,62776,2016-07-16T10:21:02Z,2025-08-22T16:52:20Z,Java,0,7,1101,0.99,2020,9.1,0
labmlai/annotated_deep_learning_paper_implementations,labmlai,annotated_deep_learning_paper_implementations,62675,2020-08-25T02:29:34Z,2025-08-22T16:57:02Z,Python,0,24,113,0.82,101,4.99,0
resume/resume.github.com,resume,resume.github.com,62593,2011-02-06T13:39:55Z,2025-08-22T17:13:51Z,JavaScript,0,56,66,0.54,84,14.54,0
chrislgarry/Apollo-11,chrislgarry,Apollo-11,62504,2014-04-03T15:45:02Z,2025-08-22T15:03:48Z,Assembly,0,56,326,0.85,343,11.39,0
All-Hands-AI/OpenHands,All-Hands-AI,OpenHands,62425,2024-03-13T03:33:31Z,2025-08-22T17:01:55Z,Python,76,341,2948,0.9,5125,1.44,0
prakhar1989/awesome-courses,prakhar1989,awesome-courses,62349,2014-11-15T18:36:49Z,2025-08-22T17:13:36Z,Unknown,0,42,39,0.48,194,10.77,0
socketio/socket.io,socketio,socket.io,62321,2010-03-11T18:24:48Z,2025-08-22T16:08:07Z,TypeScript,75,193,3423,0.95,435,15.45,0
sindresorhus/awesome-nodejs,sindresorhus,awesome-nodejs,62307,2014-07-11T13:35:34Z,2025-08-22T13:43:05Z,Unknown,0,2,102,0.98,418,11.12,0
FuelLabs/sway,FuelLabs,sway,62143,2021-01-19T20:54:33Z,2025-08-22T09:26:51Z,Rust,178,850,2450,0.74,3500,4.59,0
facebook/docusaurus,facebook,docusaurus,61408,2017-06-20T16:13:53Z,2025-08-22T17:05:27Z,TypeScript,151,295,3024,0.91,5482,8.17,0
reduxjs/redux,reduxjs,redux,61308,2015-05-29T23:53:15Z,2025-08-22T07:10:38Z,TypeScript,78,38,2024,0.98,1720,10.23,0
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,61279,2024-04-29T05:30:25Z,2025-08-22T17:15:41Z,Python,0,6,87,0.94,132,1.31,0
dair-ai/Prompt-Engineering-Guide,dair-ai,Prompt-Engineering-Guide,60978,2022-12-16T16:04:50Z,2025-08-22T17:02:04Z,MDX,0,152,71,0.32,338,2.68,0
lodash/lodash,lodash,lodash,60866,2012-04-07T04:11:46Z,2025-08-22T17:09:29Z,JavaScript,2,84,4228,0.98,581,13.37,0
atom/atom,atom,atom,60579,2012-01-20T18:18:21Z,2025-08-22T16:11:01Z,JavaScript,538,962,16148,0.94,3933,13.59,0
h5bp/Front-end-Developer-Interview-Questions,h5bp,Front-end-Developer-Interview-Questions,60521,2012-02-09T23:34:10Z,2025-08-22T14:50:39Z,Nunjucks,0,34,143,0.81,484,13.53,0
xingshaocheng/architect-awesome,xingshaocheng,architect-awesome,60400,2018-04-06T13:30:58Z,2025-08-22T16:01:33Z,Unknown,0,49,22,0.31,49,7.38,0
openinterpreter/open-interpreter,openinterpreter,open-interpreter,60328,2023-07-14T07:10:44Z,2025-08-22T15:50:53Z,Python,48,228,797,0.78,369,2.11,0
localstack/localstack,localstack,localstack,60217,2016-10-25T23:48:03Z,2025-08-22T16:22:00Z,Python,94,239,5758,0.96,6234,8.82,0
alacritty/alacritty,alacritty,alacritty,60038,2016-02-18T05:02:30Z,2025-08-22T16:29:38Z,Rust,101,323,5800,0.95,1888,9.51,0
prometheus/prometheus,prometheus,prometheus,60029,2012-11-24T11:14:12Z,2025-08-22T15:36:21Z,Go,341,522,5646,0.92,7633,12.74,0
mlabonne/llm-course,mlabonne,llm-course,60000,2023-06-17T22:16:25Z,2025-08-22T17:03:57Z,Unknown,0,54,30,0.36,1,2.18,0
adam-p/markdown-here,adam-p,markdown-here,59999,2012-05-13T03:27:22Z,2025-08-22T16:13:02Z,JavaScript,17,300,329,0.52,27,13.28,0
rust-lang/rustlings,rust-lang,rustlings,59707,2015-09-15T02:25:18Z,2025-08-22T17:11:28Z,Rust,46,47,689,0.94,915,9.94,0
NationalSecurityAgency/ghidra,NationalSecurityAgency,ghidra,59587,2019-03-01T03:27:48Z,2025-08-22T13:56:42Z,Java,45,1468,4067,0.73,521,6.48,0
jquery/jquery,jquery,jquery,59546,2009-04-03T15:20:14Z,2025-08-22T16:35:26Z,JavaScript,11,79,2286,0.97,812,16.39,0
ryanoasis/nerd-fonts,ryanoasis,nerd-fonts,59267,2014-12-05T04:31:17Z,2025-08-22T16:53:01Z,CSS,38,31,1062,0.97,550,10.71,0
shadowsocks/shadowsocks-windows,shadowsocks,shadowsocks-windows,58988,2013-01-14T07:54:16Z,2025-08-22T17:14:01Z,C#,55,185,2727,0.94,290,12.6,0
tldr-pages/tldr,tldr-pages,tldr,58947,2013-12-08T07:34:43Z,2025-08-22T17:01:15Z,Markdown,6,185,1341,0.88,14704,11.7,0
angular/angular.js,angular,angular.js,58757,2010-01-06T00:34:37Z,2025-08-22T15:19:10Z,JavaScript,0,391,8649,0.96,789,15.62,0
spring-projects/spring-framework,spring-projects,spring-framework,58706,2010-12-08T04:04:45Z,2025-08-22T17:02:50Z,Java,341,283,26826,0.99,871,14.7,0
meta-llama/llama,meta-llama,llama,58669,2023-02-14T09:29:12Z,2025-08-22T12:27:01Z,Python,0,444,652,0.59,53,2.52,0
scrapy/scrapy,scrapy,scrapy,58026,2010-02-22T02:01:14Z,2025-08-22T15:18:44Z,Python,43,467,2714,0.85,2392,15.5,0
FoundationAgents/MetaGPT,FoundationAgents,MetaGPT,58026,2023-06-30T09:04:55Z,2025-08-22T17:08:39Z,Python,22,17,853,0.98,660,2.15,0
nuxt/nuxt,nuxt,nuxt,57995,2016-10-26T11:18:47Z,2025-08-22T15:26:54Z,TypeScript,256,787,15886,0.95,6902,8.82,0
youngyangyang04/leetcode-master,youngyangyang04,leetcode-master,57899,2019-12-14T12:05:42Z,2025-08-22T16:23:15Z,Shell,0,206,66,0.24,2306,5.69,0
gorhill/uBlock,gorhill,uBlock,57841,2015-04-01T17:51:11Z,2025-08-22T17:10:06Z,JavaScript,277,13,3432,1.0,252,10.39,0
FuelLabs/fuel-core,FuelLabs,fuel-core,57532,2020-08-27T21:12:14Z,2025-08-22T03:14:42Z,Rust,123,142,970,0.87,1553,4.98,0
rails/rails,rails,rails,57326,2008-04-11T02:19:47Z,2025-08-22T15:17:02Z,Ruby,149,480,17719,0.97,25157,17.36,0
h5bp/html5-boilerplate,h5bp,html5-boilerplate,57124,2010-01-24T18:03:24Z,2025-08-22T17:03:46Z,JavaScript,34,8,1346,0.99,790,15.57,0
Solido/awesome-flutter,Solido,awesome-flutter,56932,2017-05-07T11:45:27Z,2025-08-22T17:06:25Z,Dart,0,0,0,0.0,444,8.29,0
hiyouga/LLaMA-Factory,hiyouga,LLaMA-Factory,56607,2023-05-28T10:09:12Z,2025-08-22T16:39:58Z,Python,34,598,6738,0.92,691,2.24,0
nocodb/nocodb,nocodb,nocodb,56571,2017-10-29T18:51:48Z,2025-08-22T15:47:53Z,TypeScript,174,626,3609,0.85,5297,7.81,0
zylon-ai/private-gpt,zylon-ai,private-gpt,56502,2023-05-02T09:15:31Z,2025-08-22T15:41:32Z,Python,10,252,961,0.79,224,2.31,0
scutan90/DeepLearning-500-questions,scutan90,DeepLearning-500-questions,56471,2018-06-27T06:36:45Z,2025-08-22T15:34:18Z,JavaScript,0,110,81,0.42,302,7.15,0
jgraph/drawio-desktop,jgraph,drawio-desktop,56418,2017-05-25T20:58:42Z,2025-08-22T16:36:57Z,JavaScript,159,62,1573,0.96,20,8.24,0
soimort/you-get,soimort,you-get,56356,2012-08-20T15:53:36Z,2025-08-22T10:14:22Z,Python,123,0,0,0.0,582,13.0,0
FiloSottile/mkcert,FiloSottile,mkcert,56200,2018-06-25T05:33:03Z,2025-08-22T15:42:52Z,Go,14,105,239,0.69,52,7.16,0
traefik/traefik,traefik,traefik,56174,2015-09-13T19:04:02Z,2025-08-22T16:13:44Z,Go,481,641,5711,0.9,4705,9.94,0
git/git,git,git,56153,2008-07-23T14:21:26Z,2025-08-22T15:51:00Z,C,0,0,0,0.0,3,17.08,0
vllm-project/vllm,vllm-project,vllm,56039,2023-02-09T11:23:20Z,2025-08-22T16:56:51Z,Python,73,1810,8533,0.83,8732,2.53,0
PlexPt/awesome-chatgpt-prompts-zh,PlexPt,awesome-chatgpt-prompts-zh,56012,2022-12-12T01:55:03Z,2025-08-22T16:20:44Z,Unknown,0,38,58,0.6,33,2.69,0
gatsbyjs/gatsby,gatsbyjs,gatsby,55918,2015-05-21T22:43:05Z,2025-08-22T15:07:21Z,JavaScript,149,215,13904,0.98,18184,10.25,0
commaai/openpilot,commaai,openpilot,55869,2016-11-24T01:33:30Z,2025-08-22T17:13:24Z,Python,58,131,2930,0.96,11777,8.74,0
azl397985856/leetcode,azl397985856,leetcode,55575,2018-03-30T09:13:51Z,2025-08-22T13:30:56Z,JavaScript,40,9,248,0.96,257,7.4,0
topjohnwu/Magisk,topjohnwu,Magisk,55434,2016-09-08T12:42:53Z,2025-08-22T16:33:57Z,Kotlin,151,37,6225,0.99,1616,8.95,0
remix-run/react-router,remix-run,react-router,55396,2014-05-16T22:22:51Z,2025-08-22T12:34:32Z,TypeScript,310,101,8047,0.99,3193,11.27,0
ageitgey/face_recognition,ageitgey,face_recognition,55297,2017-03-03T21:52:39Z,2025-08-22T13:23:17Z,Python,2,775,595,0.43,94,8.47,0
ultralytics/yolov5,ultralytics,yolov5,55074,2020-05-18T03:45:11Z,2025-08-22T15:09:54Z,Python,10,257,9174,0.97,2206,5.26,0
CorentinJ/Real-Time-Voice-Cloning,CorentinJ,Real-Time-Voice-Cloning,54898,2019-05-26T08:56:15Z,2025-08-22T11:38:11Z,Python,0,205,896,0.81,48,6.24,0
AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,54756,2023-04-29T12:52:15Z,2025-08-22T15:51:03Z,Python,20,31,470,0.94,350,2.32,0
minio/minio,minio,minio,54750,2015-01-14T19:23:58Z,2025-08-22T15:48:10Z,Go,519,35,7776,1.0,9855,10.6,0
BurntSushi/ripgrep,BurntSushi,ripgrep,54697,2016-03-11T02:02:33Z,2025-08-22T16:14:14Z,Rust,72,132,1579,0.92,516,9.45,0
toeverything/AFFiNE,toeverything,AFFiNE,54481,2022-07-31T18:45:21Z,2025-08-22T16:56:35Z,TypeScript,573,282,2733,0.91,8710,3.06,0
deepfakes/faceswap,deepfakes,faceswap,54430,2017-12-19T09:44:13Z,2025-08-22T15:25:44Z,Python,4,34,847,0.96,357,7.67,0
pmndrs/zustand,pmndrs,zustand,54274,2019-04-09T09:10:06Z,2025-08-22T15:20:18Z,TypeScript,98,2,688,1.0,808,6.37,0
ElemeFE/element,ElemeFE,element,54241,2016-09-03T06:19:26Z,2025-08-22T10:52:35Z,Vue,145,2614,15250,0.85,3231,8.97,0
sharkdp/bat,sharkdp,bat,54074,2018-04-21T10:52:23Z,2025-08-22T16:43:04Z,Rust,41,325,1193,0.79,1468,7.34,0
lencx/ChatGPT,lencx,ChatGPT,54042,2022-12-07T09:43:02Z,2025-08-22T14:40:00Z,Rust,34,838,361,0.3,123,2.71,0
golang-standards/project-layout,golang-standards,project-layout,53556,2017-09-09T16:33:26Z,2025-08-22T15:48:00Z,Makefile,0,68,44,0.39,90,7.95,0
wasabeef/awesome-android-ui,wasabeef,awesome-android-ui,53452,2014-12-24T01:45:03Z,2025-08-22T16:57:09Z,Unknown,0,20,94,0.82,90,10.66,0
Textualize/rich,Textualize,rich,53414,2019-11-10T15:28:09Z,2025-08-22T15:40:53Z,Python,170,207,1223,0.86,836,5.78,0
necolas/normalize.css,necolas,normalize.css,53358,2011-05-04T10:20:25Z,2025-08-22T14:38:10Z,CSS,0,56,461,0.89,56,14.3,0
Z4nzu/hackingtool,Z4nzu,hackingtool,53332,2020-04-11T09:21:31Z,2025-08-22T15:49:52Z,Python,0,52,321,0.86,56,5.36,0
psf/requests,psf,requests,53197,2011-02-13T18:38:17Z,2025-08-22T13:21:45Z,Python,14,201,3860,0.95,1591,14.52,0
maybe-finance/maybe,maybe-finance,maybe,53154,2024-01-01T22:23:46Z,2025-08-22T14:55:04Z,Ruby,28,0,0,0.0,1073,1.64,0
pi-hole/pi-hole,pi-hole,pi-hole,53023,2014-06-08T15:02:55Z,2025-08-22T13:59:59Z,Shell,118,39,3043,0.99,2106,11.21,0
withastro/astro,withastro,astro,52968,2021-03-15T17:19:47Z,2025-08-22T17:09:54Z,TypeScript,1000,149,5419,0.97,7328,4.44,0
PaddlePaddle/PaddleOCR,PaddlePaddle,PaddleOCR,52901,2020-05-08T10:38:16Z,2025-08-22T16:54:38Z,Python,24,136,9764,0.99,2961,5.29,0
meilisearch/meilisearch,meilisearch,meilisearch,52882,2018-04-23T11:45:28Z,2025-08-22T16:30:31Z,Rust,266,211,2097,0.91,2148,7.33,0
FFmpeg/FFmpeg,FFmpeg,FFmpeg,52445,2011-04-14T14:12:38Z,2025-08-22T17:16:35Z,C,0,0,0,0.0,16,14.36,0
appwrite/appwrite,appwrite,appwrite,52389,2019-04-08T16:36:25Z,2025-08-22T16:15:04Z,TypeScript,112,627,3462,0.85,3845,6.37,0
rclone/rclone,rclone,rclone,52200,2014-03-16T16:19:57Z,2025-08-22T17:13:12Z,Go,115,973,4818,0.83,2118,11.44,0
rust-unofficial/awesome-rust,rust-unofficial,awesome-rust,52178,2014-07-17T10:45:10Z,2025-08-22T16:57:11Z,Rust,0,10,132,0.93,1568,11.1,0
tiimgreen/github-cheat-sheet,tiimgreen,github-cheat-sheet,52118,2014-04-12T16:38:42Z,2025-08-22T16:19:32Z,Unknown,0,23,48,0.68,129,11.36,0
ionic-team/ionic-framework,ionic-team,ionic-framework,51993,2013-08-20T23:06:02Z,2025-08-22T07:35:51Z,TypeScript,914,576,21482,0.97,6303,12.0,0
google/material-design-icons,google,material-design-icons,51991,2014-10-08T18:01:28Z,2025-08-22T11:57:52Z,Unknown,16,372,1159,0.76,50,10.87,0
wagoodman/dive,wagoodman,dive,51787,2018-05-13T15:44:01Z,2025-08-22T14:15:34Z,Go,28,157,202,0.56,164,7.28,0
mozilla/pdf.js,mozilla,pdf.js,51653,2011-04-26T06:32:03Z,2025-08-22T11:07:41Z,JavaScript,76,404,9873,0.96,8090,14.32,0
facebookresearch/segment-anything,facebookresearch,segment-anything,51613,2023-03-23T17:03:03Z,2025-08-22T15:28:23Z,Jupyter Notebook,0,525,178,0.25,15,2.42,0
unclecode/crawl4ai,unclecode,crawl4ai,51404,2024-05-09T09:48:50Z,2025-08-22T16:51:53Z,Python,8,148,647,0.81,89,1.29,0
vuejs/core,vuejs,core,51374,2018-06-12T13:49:36Z,2025-08-22T15:41:07Z,TypeScript,246,671,5104,0.88,3234,7.2,0
sickcodes/Docker-OSX,sickcodes,Docker-OSX,51228,2020-06-04T11:01:37Z,2025-08-22T15:41:40Z,Shell,0,386,281,0.42,107,5.22,0
Semantic-Org/Semantic-UI,Semantic-Org,Semantic-UI,51196,2013-04-08T23:32:04Z,2025-08-22T08:01:37Z,JavaScript,154,967,5268,0.84,355,12.37,0
JetBrains/kotlin,JetBrains,kotlin,51134,2012-02-13T17:29:58Z,2025-08-22T17:09:33Z,Kotlin,266,0,0,0.0,2064,13.52,0
ngosang/trackerslist,ngosang,trackerslist,51085,2016-04-24T11:57:57Z,2025-08-22T15:03:39Z,Unknown,0,6,479,0.99,1,9.33,0
google/guava,google,guava,51032,2014-05-29T16:23:17Z,2025-08-22T14:03:53Z,Java,56,628,2992,0.83,1013,11.23,0
marktext/marktext,marktext,marktext,51006,2017-11-12T16:05:25Z,2025-08-22T15:06:22Z,JavaScript,36,1276,1637,0.56,939,7.78,0
OpenBB-finance/OpenBB,OpenBB-finance,OpenBB,51003,2020-12-20T10:46:38Z,2025-08-22T16:35:39Z,Python,46,37,2208,0.98,4114,4.67,0
firecrawl/firecrawl,firecrawl,firecrawl,51001,2024-04-15T21:02:29Z,2025-08-22T17:15:17Z,TypeScript,23,148,532,0.78,815,1.35,0
laurent22/joplin,laurent22,joplin,50926,2017-01-16T21:49:41Z,2025-08-22T17:00:41Z,TypeScript,385,541,6708,0.93,4410,8.59,0
prettier/prettier,prettier,prettier,50859,2016-11-29T17:13:37Z,2025-08-22T15:14:33Z,JavaScript,127,1220,5736,0.82,8872,8.73,0
starship/starship,starship,starship,50694,2019-04-02T03:23:12Z,2025-08-22T15:26:49Z,Rust,135,736,1774,0.71,2900,6.39,0
romkatv/powerlevel10k,romkatv,powerlevel10k,50620,2019-02-24T19:09:45Z,2025-08-22T16:57:13Z,Shell,33,106,2466,0.96,167,6.49,0
jekyll/jekyll,jekyll,jekyll,50502,2008-10-20T06:29:03Z,2025-08-22T17:10:05Z,Ruby,112,116,4781,0.98,3188,16.84,0
xai-org/grok-1,xai-org,grok-1,50412,2024-03-17T08:53:38Z,2025-08-22T10:50:18Z,Python,0,0,0,0.0,5,1.43,0
TryGhost/Ghost,TryGhost,Ghost,50360,2013-05-04T11:09:13Z,2025-08-22T17:04:55Z,JavaScript,903,66,7066,0.99,14277,12.3,0
go-gitea/gitea,go-gitea,gitea,50269,2016-11-01T02:13:26Z,2025-08-22T16:59:45Z,Go,216,2595,12300,0.83,17776,8.8,0
RVC-Boss/GPT-SoVITS,RVC-Boss,GPT-SoVITS,50240,2024-01-14T18:05:21Z,2025-08-22T16:47:51Z,Python,4,714,1178,0.62,338,1.6,0
DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,DefinitelyTyped,50228,2012-10-05T16:39:45Z,2025-08-22T17:01:41Z,TypeScript,1,567,7521,0.93,52119,12.88,0
WerWolv/ImHex,WerWolv,ImHex,50203,2020-11-10T14:27:00Z,2025-08-22T16:16:36Z,C++,80,235,1182,0.83,671,4.78,0
etcd-io/etcd,etcd-io,etcd,50125,2013-07-06T21:57:21Z,2025-08-22T15:33:56Z,Go,259,179,6822,0.97,9795,12.13,0
pocketbase/pocketbase,pocketbase,pocketbase,50006,2022-07-05T06:06:21Z,2025-08-22T17:16:52Z,Go,220,19,1820,0.99,53,3.13,0
firstcontributions/first-contributions,firstcontributions,first-contributions,49990,2016-09-20T14:35:09Z,2025-08-22T16:37:08Z,Unknown,0,24,909,0.97,86133,8.92,0
chinese-poetry/chinese-poetry,chinese-poetry,chinese-poetry,49958,2016-09-02T03:32:25Z,2025-08-22T15:44:34Z,JavaScript,1,119,92,0.44,137,8.97,0
jgthms/bulma,jgthms,bulma,49908,2016-01-23T23:48:34Z,2025-08-22T13:59:31Z,CSS,22,330,2394,0.88,642,9.58,0
vsouza/awesome-ios,vsouza,awesome-ios,49690,2014-07-10T16:03:45Z,2025-08-22T16:26:48Z,Swift,0,2,486,1.0,2233,11.12,0
ethereum/go-ethereum,ethereum,go-ethereum,49601,2013-12-26T13:05:46Z,2025-08-22T16:32:43Z,Go,219,204,8281,0.98,8251,11.66,0
cline/cline,cline,cline,49595,2024-07-06T07:28:10Z,2025-08-22T17:10:07Z,TypeScript,146,489,1746,0.78,1656,1.13,0
poteto/hiring-without-whiteboards,poteto,hiring-without-whiteboards,49161,2017-03-15T05:09:01Z,2025-08-22T16:05:03Z,JavaScript,0,0,0,0.0,1300,8.44,0
FoundationAgents/OpenManus,FoundationAgents,OpenManus,49161,2025-03-06T14:08:14Z,2025-08-22T16:58:30Z,Python,3,393,312,0.44,106,0.46,0
microsoft/autogen,microsoft,autogen,48996,2023-08-18T11:43:45Z,2025-08-22T17:04:43Z,Python,97,394,2462,0.86,2499,2.01,0
agalwood/Motrix,agalwood,Motrix,48952,2018-12-18T11:45:05Z,2025-08-22T17:04:59Z,JavaScript,21,747,593,0.44,192,6.68,0
mastodon/mastodon,mastodon,mastodon,48890,2016-02-22T15:01:25Z,2025-08-22T15:36:30Z,Ruby,289,4022,8233,0.67,17712,9.5,0
cypress-io/cypress,cypress-io,cypress,48832,2015-03-04T00:46:28Z,2025-08-22T14:52:12Z,TypeScript,373,1308,13780,0.91,7371,10.47,0
justjavac/awesome-wechat-weapp,justjavac,awesome-wechat-weapp,48757,2016-09-22T20:04:48Z,2025-08-22T16:15:45Z,Unknown,0,0,0,0.0,277,8.91,0
